#  Sample no 8 : Stan6
#  Number of scans: 3020
#  B=	150 - -1	278 - -1	1367 - -1
#  P=	178 - 265	333 - 1309	1856 - 2945
# 
#t [s]	Oxid.tube C	Postcomb.tube C	Flow N<sub>2</sub> ml/min	Flow lance ml/min	Input mbar	Output mbar	IR detect. unit
269	128	800	581	152	1553	1532	1447
270	128	800	581	152	1553	1533	1449
271	128	800	581	152	1553	1533	1452
272	128	800	581	152	1552	1532	1454
273	128	800	581	152	1552	1532	1456
274	128	801	581	152	1553	1532	1457
275	128	801	581	152	1553	1532	1457
276	128	801	581	152	1553	1532	1457
277	128	801	581	152	1553	1532	1456
278	128	801	581	152	1553	1532	1453
279	125	801	581	152	1553	1532	1450
280	125	801	581	151	1554	1533	1448
281	125	801	581	152	1554	1533	1444
282	127	801	581	151	1554	1533	1441
283	128	800	581	151	1554	1533	1437
284	131	800	581	151	1555	1533	1433
285	135	799	581	151	1554	1533	1430
286	134	799	581	152	1554	1533	1426
287	135	799	581	151	1553	1533	1423
288	135	799	581	151	1554	1533	1420
289	136	799	581	151	1555	1533	1419
290	137	798	581	151	1555	1534	1418
291	138	798	581	151	1555	1534	1417
292	139	798	581	151	1555	1534	1417
293	139	798	581	151	1555	1534	1417
294	139	797	581	151	1555	1534	1417
295	140	797	581	151	1556	1534	1417
296	141	796	581	151	1556	1534	1416
297	141	796	581	151	1555	1534	1415
298	142	796	581	151	1555	1534	1413
299	143	795	581	151	1555	1534	1409
300	143	795	581	151	1556	1535	1404
301	144	795	581	151	1556	1535	1399
302	144	795	581	151	1556	1535	1394
303	145	794	581	150	1556	1535	1388
304	145	794	581	150	1556	1535	1383
305	145	795	581	150	1557	1535	1379
306	145	794	581	150	1557	1535	1375
307	146	794	581	150	1556	1535	1371
308	146	794	581	150	1556	1535	1368
309	147	793	581	150	1556	1535	1367
310	147	793	581	150	1557	1535	1365
311	147	793	581	150	1557	1535	1363
312	148	793	581	150	1556	1535	1360
313	148	793	581	150	1556	1535	1358
314	148	793	581	150	1555	1535	1356
315	149	794	581	150	1556	1535	1352
316	149	794	581	150	1557	1535	1349
317	149	794	581	150	1556	1535	1346
318	150	795	581	150	1555	1534	1342
319	150	795	581	150	1555	1534	1339
320	150	795	581	150	1555	1534	1336
321	150	795	581	150	1556	1534	1334
322	150	795	581	150	1556	1534	1332
323	150	795	581	151	1555	1534	1330
324	150	795	581	151	1555	1534	1328
325	150	796	581	151	1555	1534	1326
326	150	796	581	151	1556	1534	1323
327	150	796	581	151	1555	1534	1320
328	150	797	581	151	1555	1534	1316
329	151	797	581	151	1555	1534	1312
330	151	798	581	151	1555	1534	1309
331	151	798	581	151	1555	1534	1306
332	151	798	581	151	1555	1534	1304
333	151	798	581	151	1555	1534	1303
334	151	799	581	151	1555	1534	1303
335	151	799	581	151	1555	1534	1304
336	151	800	581	151	1555	1534	1307
337	151	800	581	151	1555	1534	1310
338	151	800	581	151	1555	1534	1315
339	151	800	581	151	1555	1534	1319
340	151	800	581	151	1555	1534	1324
341	151	800	581	151	1554	1534	1328
342	152	800	581	151	1554	1534	1331
343	151	800	581	151	1555	1534	1333
344	151	801	581	151	1555	1534	1334
345	151	800	581	151	1554	1534	1335
346	151	800	581	151	1554	1534	1334
347	151	800	581	151	1554	1534	1333
348	151	800	581	151	1554	1534	1332
349	151	800	581	151	1554	1534	1331
350	151	800	581	151	1554	1534	1329
351	151	800	581	151	1554	1533	1328
352	151	800	581	151	1554	1533	1327
353	151	799	581	151	1555	1533	1326
354	151	799	581	151	1555	1533	1325
355	151	798	581	151	1555	1533	1324
356	151	798	581	151	1555	1533	1323
357	151	798	581	151	1555	1533	1322
358	151	798	581	151	1554	1533	1321
359	151	798	581	151	1553	1533	1321
360	150	798	581	151	1554	1533	1322
361	150	797	581	151	1555	1533	1324
362	150	797	581	151	1554	1533	1328
363	150	796	581	151	1553	1533	1334
364	150	796	581	151	1553	1533	1340
365	150	796	581	151	1554	1533	1349
366	150	796	581	151	1553	1533	1358
367	150	795	581	151	1554	1533	1367
368	150	795	581	151	1554	1533	1375
369	150	795	581	151	1554	1533	1382
370	150	795	581	151	1555	1533	1386
371	150	794	581	151	1554	1533	1387
372	150	794	581	151	1554	1533	1385
373	150	793	581	151	1553	1533	1380
374	150	793	581	152	1553	1533	1373
375	150	793	581	151	1554	1533	1364
376	151	793	581	151	1554	1533	1355
377	153	792	581	151	1555	1533	1346
378	150	793	581	151	1554	1533	1338
379	154	792	581	151	1554	1533	1332
380	151	793	581	151	1553	1533	1328
381	152	793	581	151	1553	1533	1327
382	152	793	581	151	1553	1534	1327
383	153	794	581	151	1553	1533	1330
384	153	794	581	151	1554	1533	1334
385	153	794	581	151	1554	1533	1338
386	150	795	581	151	1554	1533	1342
387	151	795	581	151	1555	1533	1346
388	153	795	581	151	1555	1533	1349
389	157	795	581	151	1555	1533	1352
390	158	795	581	151	1555	1533	1354
391	159	795	581	151	1555	1533	1356
392	161	796	581	151	1555	1533	1358
393	161	796	581	151	1555	1533	1359
394	161	796	581	151	1555	1533	1360
395	162	796	581	151	1555	1534	1361
396	162	796	581	151	1555	1534	1361
397	163	797	581	151	1554	1534	1361
398	164	798	581	151	1554	1534	1360
399	165	798	581	151	1556	1534	1359
400	165	798	581	151	1556	1534	1357
401	166	798	581	151	1556	1534	1356
402	166	799	581	151	1556	1534	1354
403	166	799	581	151	1555	1534	1353
404	166	799	581	151	1555	1534	1352
405	167	800	581	151	1555	1535	1352
406	167	800	581	151	1555	1535	1353
407	168	800	581	151	1557	1535	1354
408	168	800	581	151	1557	1535	1355
409	169	800	581	151	1555	1535	1357
410	169	800	581	151	1555	1535	1358
411	170	800	581	151	1555	1535	1358
412	170	800	581	151	1555	1535	1358
413	171	800	581	151	1555	1535	1357
414	171	798	581	151	1556	1534	1356
415	171	800	581	151	1556	1535	1353
416	171	800	581	151	1555	1535	1351
417	172	799	581	151	1555	1535	1349
418	172	799	581	151	1555	1535	1348
419	172	799	581	151	1555	1535	1347
420	172	799	581	151	1555	1535	1347
421	172	798	581	151	1555	1535	1347
422	172	798	581	151	1555	1534	1347
423	172	798	581	151	1555	1535	1348
424	172	798	581	151	1555	1535	1350
425	172	798	581	151	1555	1534	1353
426	172	797	581	151	1555	1534	1353
427	172	797	581	151	1555	1534	1361
428	172	797	581	151	1555	1534	1361
429	173	797	581	151	1555	1534	1370
430	173	797	581	151	1555	1534	1375
431	173	796	581	151	1555	1534	1380
432	173	795	581	151	1555	1534	1380
433	173	795	581	151	1555	1534	1389
434	173	795	581	151	1555	1533	1392
435	173	795	581	151	1555	1533	1392
436	173	795	581	151	1555	1533	1393
437	173	795	581	151	1554	1533	1391
438	173	794	581	151	1554	1534	1389
439	173	794	581	151	1554	1533	1385
440	173	794	581	151	1554	1533	1385
441	173	793	581	151	1555	1533	1379
442	173	793	581	151	1555	1534	1379
443	173	793	581	151	1555	1534	1374
444	173	793	581	151	1555	1534	1374
445	173	793	581	151	1555	1533	1375
446	173	793	581	151	1555	1533	1379
447	173	793	581	151	1553	1533	1383
448	172	793	581	151	1553	1533	1383
449	173	794	581	152	1553	1533	1396
450	172	793	581	151	1554	1533	1403
451	172	795	581	151	1554	1533	1410
452	172	794	581	152	1555	1533	1417
453	172	795	581	151	1555	1533	1423
454	172	795	581	151	1555	1534	1423
455	172	795	581	151	1554	1534	1434
456	172	795	581	151	1554	1534	1439
457	172	796	581	151	1553	1534	1443
458	172	796	581	152	1554	1533	1445
459	172	796	581	151	1554	1533	1448
460	172	797	581	152	1553	1533	1448
461	172	797	581	152	1553	1533	1453
462	172	797	581	152	1553	1533	1456
463	169	798	581	152	1554	1533	1460
464	169	798	581	152	1554	1533	1464
465	171	798	581	152	1554	1533	1469
466	172	798	581	152	1554	1533	1469
467	174	799	581	152	1555	1534	1481
468	175	799	581	152	1554	1534	1488
469	176	799	581	152	1553	1533	1495
470	176	800	581	152	1553	1533	1502
471	177	800	581	152	1553	1533	1509
472	177	800	581	152	1554	1533	1517
473	177	800	581	152	1555	1533	1525
474	177	800	581	152	1555	1533	1533
475	178	800	581	152	1555	1533	1541
476	178	800	581	151	1555	1534	1548
477	179	800	581	151	1555	1534	1555
478	179	800	581	151	1555	1534	1561
479	180	800	581	151	1555	1534	1565
480	180	800	581	151	1554	1534	1568
481	180	800	581	152	1554	1534	1570
482	181	799	581	151	1553	1534	1571
483	181	799	581	152	1555	1534	1571
484	181	799	581	151	1555	1534	1571
485	182	798	581	152	1555	1534	1571
486	182	798	581	152	1555	1534	1571
487	182	798	581	152	1555	1534	1572
488	182	798	581	151	1555	1534	1575
489	183	798	581	151	1555	1534	1581
490	182	797	581	151	1555	1534	1589
491	183	797	581	151	1555	1534	1600
492	183	797	581	151	1555	1534	1612
493	183	796	581	151	1555	1534	1623
494	183	796	581	151	1555	1534	1637
495	183	796	581	151	1554	1534	1648
496	183	794	581	151	1555	1534	1648
497	183	795	581	151	1554	1534	1666
498	183	796	581	152	1555	1533	1671
499	183	795	581	151	1555	1533	1672
500	183	794	581	151	1555	1534	1670
501	183	794	581	151	1555	1534	1664
502	183	794	581	151	1555	1534	1659
503	183	793	581	151	1556	1534	1652
504	183	793	581	151	1555	1534	1644
505	183	793	581	151	1555	1534	1636
506	184	793	581	151	1553	1534	1630
507	183	794	581	151	1554	1534	1625
508	182	795	581	151	1554	1533	1621
509	183	794	580	151	1554	1533	1619
510	185	794	580	151	1554	1533	1617
511	188	793	580	152	1555	1533	1616
512	188	794	580	151	1555	1533	1616
513	189	794	580	151	1555	1533	1614
514	190	794	580	151	1555	1533	1614
515	190	795	580	151	1554	1533	1612
516	191	795	580	151	1555	1533	1612
517	192	795	580	151	1555	1533	1612
518	192	795	581	151	1556	1534	1612
519	193	795	581	151	1556	1534	1612
520	193	795	581	151	1556	1534	1613
521	194	796	581	151	1555	1534	1613
522	194	796	581	151	1555	1534	1613
523	194	796	581	151	1554	1534	1614
524	194	797	581	151	1554	1534	1614
525	195	797	581	152	1554	1533	1616
526	195	797	581	152	1555	1533	1617
527	195	798	581	152	1555	1533	1617
528	196	798	581	152	1555	1533	1619
529	196	798	581	152	1555	1533	1620
530	196	799	581	151	1555	1533	1622
531	197	799	581	151	1555	1533	1625
532	197	800	581	151	1555	1534	1629
533	197	800	581	151	1555	1534	1635
534	198	800	581	151	1555	1534	1641
535	198	800	581	151	1556	1534	1648
536	198	800	581	151	1555	1534	1657
537	198	800	581	151	1555	1534	1667
538	198	801	581	151	1555	1534	1678
539	199	801	581	151	1554	1534	1689
540	199	801	581	152	1554	1534	1704
541	199	801	581	151	1555	1534	1720
542	199	801	581	151	1556	1534	1737
543	199	801	581	151	1555	1534	1754
544	199	800	581	151	1555	1534	1771
545	199	800	581	152	1555	1534	1789
546	199	800	581	152	1555	1534	1805
547	199	800	581	151	1555	1534	1822
548	199	800	581	151	1555	1535	1837
549	199	800	581	151	1555	1534	1848
550	199	800	581	152	1554	1534	1859
551	199	800	581	151	1554	1534	1866
552	199	799	581	151	1555	1535	1870
553	199	799	581	151	1555	1535	1870
554	199	799	581	151	1555	1535	1869
555	199	799	581	151	1555	1534	1866
556	199	798	581	151	1555	1534	1862
557	199	798	581	151	1555	1534	1857
558	199	798	581	151	1554	1534	1857
559	199	798	581	151	1554	1534	1861
560	199	797	581	152	1554	1534	1870
561	199	797	581	152	1555	1533	1882
562	199	796	581	151	1555	1534	1902
563	199	796	581	152	1555	1534	1925
564	199	796	581	152	1555	1533	1950
565	199	796	581	152	1554	1533	1977
566	197	796	581	152	1553	1534	2003
567	196	796	581	152	1554	1534	2027
568	197	796	581	152	1555	1534	2047
569	199	795	581	152	1555	1534	2062
570	201	794	581	152	1555	1533	2074
571	202	794	581	152	1554	1533	2082
572	203	794	581	152	1554	1533	2087
573	204	794	581	152	1554	1533	2094
574	204	794	581	152	1554	1533	2102
575	205	794	581	152	1554	1533	2113
576	205	794	581	152	1555	1533	2128
577	205	793	581	152	1555	1534	2145
578	205	793	581	152	1555	1534	2163
579	206	793	581	152	1555	1534	2182
580	206	793	581	152	1555	1534	2199
581	207	794	581	152	1555	1534	2213
582	207	794	581	151	1555	1534	2224
583	207	794	581	151	1556	1534	2230
584	208	795	581	152	1555	1533	2233
585	208	795	581	151	1555	1534	2232
586	208	795	581	151	1556	1534	2229
587	209	795	581	151	1556	1534	2227
588	209	795	581	151	1555	1535	2227
589	209	795	581	151	1555	1534	2231
590	209	796	581	152	1555	1534	2241
591	210	796	581	151	1555	1534	2255
592	210	796	581	152	1555	1534	2275
593	210	797	581	152	1555	1534	2299
594	210	797	581	152	1555	1534	2326
595	210	797	581	152	1555	1534	2354
596	210	797	581	152	1554	1534	2382
597	210	798	581	152	1554	1534	2408
598	210	798	581	152	1555	1534	2433
599	210	799	581	152	1555	1534	2453
600	210	799	581	152	1554	1534	2471
601	210	799	581	152	1554	1534	2484
602	210	800	581	152	1555	1534	2495
603	210	800	581	152	1555	1534	2502
604	210	800	580	152	1554	1534	2506
605	210	800	580	152	1554	1534	2511
606	210	800	580	152	1554	1534	2517
607	210	801	580	152	1554	1534	2526
608	210	801	580	152	1555	1534	2538
609	210	801	580	152	1555	1534	2556
610	208	801	580	152	1555	1534	2579
611	208	801	580	152	1555	1534	2605
612	210	801	581	152	1555	1534	2635
613	212	800	581	152	1554	1534	2666
614	213	801	581	152	1555	1533	2698
615	214	800	581	152	1555	1533	2728
616	214	800	581	152	1555	1533	2754
617	214	800	581	152	1555	1534	2775
618	215	800	581	152	1554	1534	2788
619	215	800	581	152	1554	1534	2794
620	215	800	581	152	1555	1534	2792
621	216	799	581	152	1555	1534	2784
622	216	799	581	152	1555	1534	2774
623	216	798	581	152	1554	1533	2763
624	216	799	581	152	1554	1533	2754
625	216	799	581	152	1554	1533	2749
626	216	798	581	152	1555	1533	2751
627	216	798	581	152	1555	1533	2760
628	217	797	581	152	1554	1533	2776
629	217	797	581	152	1555	1533	2799
630	217	797	581	152	1555	1534	2830
631	217	796	581	152	1555	1534	2868
632	217	796	581	152	1555	1534	2911
633	217	796	581	152	1555	1534	2956
634	218	796	581	152	1555	1534	3002
635	218	795	581	152	1555	1534	3048
636	218	795	581	152	1555	1534	3090
637	218	795	581	152	1555	1534	3128
638	218	794	581	152	1555	1534	3163
639	218	794	581	152	1554	1534	3192
640	218	794	581	152	1555	1534	3218
641	218	794	581	152	1555	1534	3239
642	218	794	581	152	1555	1534	3258
643	218	793	581	152	1555	1534	3272
644	218	793	581	152	1554	1534	3288
645	216	793	581	152	1555	1534	3304
646	219	793	581	152	1555	1534	3322
647	218	793	581	152	1555	1534	3342
648	219	793	581	152	1555	1534	3365
649	220	793	581	152	1554	1533	3390
650	221	794	581	152	1554	1533	3419
651	221	794	581	152	1554	1533	3446
652	221	794	581	152	1555	1534	3472
653	221	794	581	152	1554	1534	3499
654	222	794	581	152	1555	1534	3524
655	224	793	581	152	1555	1534	3547
656	223	794	581	152	1555	1534	3569
657	223	795	581	152	1555	1534	3594
658	223	795	581	152	1554	1534	3621
659	224	796	581	152	1554	1534	3653
660	224	796	581	152	1555	1534	3690
661	224	796	581	152	1555	1534	3735
662	225	796	581	152	1555	1534	3784
663	225	796	581	152	1555	1534	3835
664	225	796	581	152	1555	1534	3884
665	226	797	581	152	1555	1534	3929
666	226	797	581	152	1554	1534	3970
667	226	798	581	152	1554	1533	4002
668	225	798	581	152	1554	1533	4024
669	224	799	581	152	1554	1533	4036
670	224	800	581	152	1554	1533	4042
671	226	800	581	152	1555	1534	4043
672	229	799	581	152	1555	1534	4040
673	230	800	581	152	1555	1534	4040
674	230	800	581	152	1553	1534	4043
675	231	800	581	152	1555	1534	4051
676	231	800	581	152	1555	1534	4065
677	232	800	581	152	1555	1534	4086
678	232	800	581	152	1554	1534	4107
679	232	801	581	152	1555	1534	4129
680	232	800	581	152	1556	1534	4148
681	233	800	581	152	1555	1534	4164
682	233	800	581	152	1555	1534	4176
683	234	800	581	152	1555	1533	4184
684	234	800	581	152	1555	1534	4192
685	234	800	581	152	1555	1534	4200
686	235	800	581	152	1555	1534	4212
687	235	800	581	152	1555	1534	4227
688	235	800	581	152	1555	1534	4248
689	235	799	581	152	1554	1534	4274
690	235	799	581	152	1554	1534	4304
691	235	799	581	152	1555	1534	4334
692	236	799	581	152	1555	1534	4365
693	236	798	581	152	1555	1534	4393
694	236	798	581	152	1555	1534	4418
695	236	797	581	152	1555	1534	4439
696	236	798	581	152	1554	1534	4458
697	236	798	581	152	1554	1533	4477
698	236	797	581	152	1554	1533	4500
699	236	797	581	152	1554	1534	4529
700	236	796	581	152	1555	1534	4563
701	236	796	581	152	1555	1534	4606
702	236	796	581	152	1555	1534	4657
703	236	796	581	152	1555	1534	4717
704	236	795	581	152	1555	1534	4784
705	236	795	581	152	1555	1534	4858
706	236	795	581	152	1554	1534	4938
707	236	795	581	152	1554	1534	5021
708	236	795	581	152	1553	1534	5105
709	236	794	581	152	1554	1534	5185
710	236	794	581	152	1555	1534	5260
711	236	793	581	152	1555	1534	5330
712	236	793	581	152	1555	1533	5394
713	236	793	581	152	1554	1533	5456
714	235	793	581	152	1553	1533	5516
715	237	793	581	152	1553	1533	5578
716	235	793	581	152	1553	1533	5643
717	234	794	581	152	1554	1533	5707
718	234	794	581	152	1554	1534	5771
719	235	794	581	152	1554	1534	5836
720	238	793	581	152	1554	1534	5900
721	239	793	581	152	1555	1534	5963
722	240	793	581	152	1555	1534	6028
723	241	793	581	152	1555	1534	6092
724	242	794	581	152	1555	1534	6158
725	243	795	581	152	1554	1533	6221
726	243	795	581	152	1555	1534	6285
727	243	795	581	152	1555	1534	6353
728	243	795	581	152	1555	1534	6426
729	243	795	581	152	1555	1534	6509
