date_time,temp,CO2_scaled,CO2_av,CO2_med,Moving,Modelled
1:08:22 AM,264,18378.4607407407,18321.3333333333,18197.5,18378.4607407407,17925.9636969916
1:08:25 AM,265,19153.7340740741,18515.7777777778,18500,19153.7340740741,18352.1887804918
1:08:28 AM,267,20278.5007407407,19664,19664,20278.5007407407,19286.540496416
1:08:31 AM,269,21389.4340740741,20118.5,20118.5,21389.4340740741,20492.0748323427
1:08:34 AM,270,22482.4340740741,20779.3333333333,20796,22482.4340740741,21257.2781908461
1:08:37 AM,271,23554.6340740741,21167,21167,23554.6340740741,22163.1684539969
1:08:40 AM,272,24555.6807407407,21216.6666666667,21225,24555.6807407407,23223.1057001677
1:08:43 AM,273,25566.0318518519,24969,21754,25566.0318518519,24406.7019883572
1:08:46 AM,274,26831.342962963,25431.7,25358.5,26831.342962963,25672.6323727214
1:08:49 AM,275,28231.5911111111,31586,31586,28231.5911111111,26979.5719074158
1:08:52 AM,279,29513.2167521368,31905,31905,29513.2167521368,31790.9226326109
1:08:55 AM,280,30695.5423931624,32145,32145,30695.5423931624,32701.6047053624
1:08:58 AM,281,32360.3868376068,32325,32325,32360.3868376068,33516.7720977976
1:09:01 AM,282,33998.5201709402,32522.5,32522.5,33998.5201709402,34306.5257084913
1:09:04 AM,283,35630.4757264957,32823.6666666667,32817,35630.4757264957,35140.9664360183
1:09:07 AM,284,37428.3646153846,37301,33323,37428.3646153846,36090.1951789533
1:09:10 AM,285,39408.5846153846,39519.5,39463.5,39408.5846153846,37209.5394415033
1:09:13 AM,286,40646.1712820513,38888.3846153846,35660,40646.1712820513,38495.2331504034
1:09:16 AM,287,42158.8823931624,37853.3846153846,37688,42158.8823931624,39928.7368380208
1:09:19 AM,288,43852.7919169719,45752,45752,43852.7919169719,41491.5110367228
1:09:22 AM,291,45598.5519169719,45739,45739,45598.5519169719,46770.0620230088
1:09:25 AM,292,47687.4185836386,45696,45696,47687.4185836386,48658.8566879432
1:09:28 AM,293,49719.0741391941,51937.3333333333,45659,49719.0741391941,50550.2231151284
1:09:31 AM,294,51298.9074725275,55135,55135,51298.9074725275,52391.6204262614
1:09:34 AM,295,52778.9408058608,50149.8,46739,52778.9408058608,54130.5077430396
1:09:37 AM,296,54175.5901648352,54595.6666666667,50848,54175.5901648352,55714.34418716
1:09:40 AM,297,55752.9311904762,57553.6428571429,56585,55752.9311904762,57102.9235545929
1:09:43 AM,298,56867.6978571428,58511.4,56845,56867.6978571428,58305.3783384007
1:09:46 AM,300,58133.2811904762,63855.5,63855.5,58133.2811904762,60237.7828244822
1:09:49 AM,301,59517.8011904762,63298.5,63298.5,59517.8011904762,61010.6668614268
1:09:52 AM,302,60452.978968254,60998.5,61021,60452.978968254,61683.2949840877
1:09:55 AM,303,60907.378968254,61720,62003,60907.378968254,62272.5102437757
1:09:58 AM,304,61650.4367460318,59838.125,59817.5,61650.4367460318,62776.6592277026
1:10:01 AM,308,62100.458968254,61513.5,61513.5,62100.458968254,63817.0418295451
1:10:04 AM,309,62303.1161111111,62473.5,62473.5,62303.1161111111,63801.6965024756
1:10:07 AM,310,62461.7561111111,64722.75,64729.5,62461.7561111111,63663.6197267684
1:10:10 AM,311,62380.2783333333,66463.8,67341,62380.2783333333,63405.2417131781
1:10:13 AM,312,62345.0005555556,65965,66279,62345.0005555556,63063.8236307273
1:10:16 AM,313,62390.1172222222,61951,61951,62390.1172222222,62685.3343880061
1:10:19 AM,314,62338.6561111111,61295.6666666667,61612,62338.6561111111,62315.7428936045
1:10:22 AM,315,62419.7247008547,61346,61346,62419.7247008547,62001.0180561124
1:10:25 AM,316,62448.558034188,60593.5,60565,62448.558034188,61776.7991096484
1:10:28 AM,320,62362.458034188,60891,60891,62362.458034188,61568.0962140169
1:10:31 AM,321,62098.208034188,62633.3333333333,62200,62098.208034188,61607.9180214727
1:10:34 AM,323,61758.9991452991,62769.3333333333,63529,61758.9991452991,61685.8947063509
1:10:37 AM,324,61294.9491452991,61675.25,61328.5,61294.9491452991,61692.0313072963
1:10:40 AM,325,61316.9958119658,60948.0833333333,60083,61316.9958119658,61659.7256274767
1:10:43 AM,326,61584.918034188,61054.1538461538,60941,61584.918034188,61596.990518064
1:10:46 AM,328,61679.4513675214,61946,61946,61679.4513675214,61431.501006675
1:10:49 AM,330,61350.218034188,61182,61182,61350.218034188,61298.1007655611
1:10:52 AM,331,61268.518034188,60759,60759,61268.518034188,61275.4772439923
1:10:55 AM,332,60927.0158119658,61375.6666666667,60339,60927.0158119658,61288.6459361297
1:10:58 AM,333,60667.0602564102,59004.25,58921,60667.0602564102,61297.0148359046
1:11:01 AM,334,60242.5102564103,62281.7,62663,60242.5102564103,61249.3100862237
1:11:04 AM,335,59875.3713675214,65314.5,65747,59875.3713675214,61094.2578299938
