#  Sample no 3 : Stan1
#  Number of scans: 2992
#  B=	150 - -1	278 - -1	1375 - -1
#  P=	162 - 269	374 - 1370	1410 - 2942
# 
#t [s]	Oxid.tube C	Postcomb.tube C	Flow N<sub>2</sub> ml/min	Flow lance ml/min	Input mbar	Output mbar	IR detect. unit
324	141	800	581	151	1568	1548	1411
325	141	800	581	151	1568	1548	1408
326	141	800	581	151	1568	1548	1404
327	141	800	581	151	1568	1548	1402
328	141	801	581	151	1568	1548	1400
329	141	800	581	152	1568	1548	1398
330	141	800	581	152	1568	1548	1397
331	141	800	581	152	1568	1548	1396
332	141	800	581	152	1568	1548	1395
333	141	799	581	152	1568	1548	1395
334	141	799	581	152	1568	1547	1394
335	141	799	581	152	1567	1547	1393
336	141	798	581	152	1567	1547	1392
337	141	798	581	152	1567	1547	1391
338	141	798	581	152	1568	1547	1390
339	141	798	581	152	1568	1547	1389
340	141	797	581	152	1569	1547	1387
341	141	797	581	152	1568	1547	1386
342	141	797	581	152	1568	1547	1384
343	141	796	581	152	1567	1547	1383
344	139	797	581	152	1568	1547	1383
345	139	796	581	152	1568	1547	1384
346	140	796	581	152	1568	1548	1387
347	143	795	581	152	1568	1547	1390
348	145	795	581	152	1567	1547	1393
349	145	794	581	152	1567	1547	1396
350	145	794	581	152	1568	1547	1400
351	146	794	581	152	1568	1547	1403
352	147	793	581	152	1568	1547	1405
353	147	793	581	152	1568	1547	1406
354	148	793	581	152	1568	1547	1406
355	148	793	581	152	1568	1547	1405
356	149	793	581	152	1567	1548	1403
357	149	793	581	152	1567	1548	1399
358	150	793	581	152	1567	1548	1396
359	150	793	581	152	1568	1548	1392
360	150	793	581	152	1568	1548	1389
361	150	793	581	152	1568	1548	1386
362	151	793	581	151	1568	1548	1384
363	151	793	581	151	1568	1548	1383
364	151	793	581	151	1568	1548	1381
365	152	794	581	151	1568	1548	1378
366	152	793	581	151	1568	1548	1376
367	152	794	581	151	1568	1548	1374
368	153	794	581	151	1568	1548	1371
369	153	794	581	151	1568	1548	1369
370	153	795	581	152	1568	1547	1366
371	154	795	581	151	1568	1547	1364
372	154	795	581	152	1568	1547	1361
373	154	795	581	152	1567	1547	1358
374	155	796	581	152	1567	1547	1357
375	155	796	581	152	1568	1547	1356
376	155	796	581	152	1568	1548	1357
377	155	797	581	151	1568	1548	1358
378	155	797	581	152	1568	1548	1360
379	155	797	581	152	1568	1548	1362
380	155	798	581	152	1567	1547	1364
381	155	798	581	152	1568	1548	1366
382	155	798	581	152	1568	1548	1368
383	155	798	581	152	1568	1547	1369
384	155	799	581	152	1568	1547	1370
385	155	799	581	152	1568	1547	1371
386	155	800	581	152	1568	1547	1371
387	155	800	581	152	1568	1548	1370
388	155	800	581	152	1568	1548	1370
389	155	800	581	152	1568	1548	1371
390	155	800	581	152	1568	1547	1372
391	155	800	581	152	1568	1547	1374
392	155	800	581	152	1568	1547	1376
393	155	800	581	152	1568	1547	1379
394	156	800	581	152	1568	1547	1382
395	156	800	581	152	1567	1547	1384
396	156	800	581	152	1567	1546	1386
397	156	800	581	152	1567	1547	1387
398	156	800	581	152	1567	1547	1388
399	156	800	581	152	1567	1546	1387
400	156	800	581	152	1567	1546	1385
401	156	800	581	152	1568	1546	1382
402	156	799	581	152	1568	1547	1379
403	156	799	581	152	1568	1547	1374
404	153	800	581	152	1568	1547	1370
405	154	799	581	152	1568	1547	1367
406	155	799	581	152	1567	1546	1364
407	157	798	581	152	1567	1547	1361
408	159	798	581	152	1567	1546	1360
409	161	797	581	152	1568	1547	1360
410	161	797	581	152	1568	1547	1360
411	161	797	581	152	1568	1547	1361
412	162	796	581	152	1568	1547	1363
413	163	796	581	152	1568	1547	1365
414	163	796	581	152	1568	1547	1367
415	164	796	581	152	1568	1547	1370
416	165	795	581	152	1568	1547	1373
417	165	795	581	152	1568	1547	1376
418	166	795	581	152	1568	1547	1378
419	166	795	581	152	1568	1548	1380
420	166	795	581	152	1568	1548	1381
421	166	794	581	152	1568	1548	1381
422	167	794	581	152	1568	1548	1381
423	167	793	581	152	1568	1548	1381
424	167	793	581	152	1568	1548	1380
425	167	793	581	152	1568	1547	1380
426	168	793	581	152	1568	1547	1381
427	168	793	581	152	1568	1547	1382
428	168	793	581	152	1568	1547	1383
429	169	793	581	152	1567	1547	1385
430	169	792	581	152	1568	1547	1387
431	169	793	581	152	1567	1547	1389
432	170	793	581	152	1568	1547	1391
433	170	794	581	152	1568	1547	1393
434	170	794	581	152	1568	1547	1394
435	170	794	581	152	1567	1547	1394
436	171	794	581	152	1567	1547	1393
437	171	795	581	152	1567	1547	1392
438	171	795	581	152	1568	1547	1392
439	171	795	581	152	1568	1547	1392
440	171	795	581	152	1568	1547	1392
441	171	795	581	152	1568	1547	1394
442	172	796	581	152	1568	1547	1397
443	172	796	581	152	1567	1547	1400
444	172	796	581	152	1568	1547	1404
445	172	796	581	152	1568	1547	1409
446	172	796	581	152	1568	1547	1414
447	172	797	581	152	1567	1547	1418
448	172	797	581	152	1567	1547	1423
449	172	798	581	152	1568	1547	1428
450	172	798	581	152	1567	1547	1432
451	172	798	581	152	1567	1547	1437
452	172	799	581	152	1567	1547	1441
453	172	799	581	152	1568	1547	1445
454	172	799	581	152	1568	1548	1449
455	172	800	581	152	1568	1548	1452
456	172	800	581	152	1568	1548	1455
457	172	800	581	152	1568	1548	1458
458	172	800	581	152	1568	1548	1459
459	172	800	581	152	1568	1547	1460
460	172	800	581	152	1567	1547	1460
461	172	800	581	153	1567	1547	1459
462	172	800	581	153	1567	1547	1458
463	172	800	581	153	1567	1547	1456
464	172	800	581	153	1567	1547	1455
465	172	800	581	153	1567	1546	1454
466	171	801	581	153	1567	1546	1454
467	171	801	581	153	1567	1546	1454
468	171	801	581	153	1567	1546	1455
469	172	800	581	153	1567	1546	1456
470	174	800	581	152	1568	1546	1458
471	177	799	581	152	1568	1546	1461
472	178	799	581	152	1568	1546	1464
473	179	799	581	152	1568	1547	1470
474	180	799	581	152	1567	1547	1476
475	181	798	581	152	1568	1547	1483
476	182	798	581	152	1568	1548	1491
477	182	798	581	152	1568	1548	1499
478	183	798	581	152	1569	1547	1508
479	183	798	581	152	1568	1548	1518
480	183	797	581	152	1568	1548	1527
481	184	797	581	152	1567	1547	1537
482	184	796	581	152	1568	1547	1545
483	185	796	581	152	1568	1547	1553
484	186	796	581	152	1568	1547	1560
485	186	796	581	152	1569	1548	1566
486	187	796	581	152	1568	1548	1571
487	187	795	581	152	1568	1548	1575
488	188	795	581	152	1568	1548	1580
489	188	794	581	152	1568	1548	1585
490	188	794	581	152	1568	1547	1589
491	188	793	581	152	1568	1548	1594
492	188	793	581	152	1568	1548	1598
493	189	793	581	152	1568	1547	1601
494	189	793	581	152	1568	1547	1605
495	189	793	581	152	1568	1547	1607
496	190	793	581	152	1568	1548	1611
497	190	793	581	152	1568	1547	1614
498	190	793	581	152	1568	1548	1616
499	190	793	581	152	1568	1548	1619
500	191	793	581	152	1568	1548	1621
501	191	793	581	152	1568	1548	1623
502	191	794	581	152	1568	1548	1628
503	191	794	581	152	1567	1548	1632
504	191	794	581	152	1568	1548	1636
505	191	794	581	152	1568	1548	1639
506	191	795	581	152	1568	1547	1645
507	192	795	581	152	1568	1547	1648
508	192	795	581	152	1568	1547	1652
509	192	795	581	152	1568	1547	1655
510	192	795	581	152	1568	1547	1657
511	192	795	581	153	1567	1546	1660
512	192	795	581	153	1567	1546	1661
513	193	796	581	153	1567	1547	1662
514	192	796	581	153	1568	1547	1662
515	192	796	581	153	1568	1547	1661
516	192	797	581	153	1568	1547	1661
517	192	797	581	153	1568	1547	1659
518	192	798	581	152	1568	1547	1659
519	192	798	581	152	1568	1547	1660
520	192	798	581	152	1568	1547	1662
521	192	798	581	152	1568	1547	1667
522	192	799	581	152	1568	1547	1675
523	192	799	581	152	1567	1547	1688
524	192	799	581	152	1567	1547	1704
525	192	800	581	152	1567	1547	1722
526	190	800	581	152	1568	1547	1743
527	191	800	581	152	1567	1547	1764
528	191	800	581	152	1568	1547	1786
529	191	800	581	153	1567	1546	1805
530	191	800	581	153	1567	1546	1822
531	191	800	581	153	1567	1546	1836
532	191	800	581	153	1567	1546	1847
533	191	800	581	153	1567	1546	1854
534	193	800	581	153	1567	1546	1860
535	192	800	581	153	1567	1546	1864
536	191	800	581	153	1566	1546	1868
537	190	800	581	153	1567	1546	1873
538	189	800	581	153	1567	1546	1880
539	190	800	581	153	1567	1546	1888
540	193	800	581	153	1568	1546	1898
541	195	799	581	153	1568	1546	1913
542	196	799	581	153	1568	1546	1930
543	197	798	581	153	1567	1546	1948
544	198	798	581	152	1568	1546	1970
545	199	798	581	152	1567	1546	1994
546	199	798	581	152	1567	1546	2019
547	199	798	581	153	1567	1546	2044
548	200	797	581	152	1567	1546	2069
549	200	797	581	152	1567	1546	2093
550	201	797	581	152	1567	1547	2116
551	201	796	581	152	1568	1547	2136
552	202	796	581	152	1568	1547	2154
553	202	796	581	152	1568	1547	2168
554	202	795	581	152	1568	1547	2178
555	203	795	581	152	1568	1547	2186
556	203	795	581	152	1568	1547	2191
557	204	794	581	152	1568	1547	2196
558	204	794	581	152	1567	1547	2201
559	204	795	581	152	1567	1547	2205
560	205	794	581	152	1568	1547	2209
561	205	794	581	152	1567	1547	2213
562	205	794	581	152	1568	1547	2216
563	205	794	581	153	1567	1547	2220
564	205	793	581	153	1568	1546	2224
565	205	793	581	153	1567	1547	2229
566	205	793	581	152	1568	1547	2234
567	205	793	581	152	1568	1547	2239
568	206	793	581	152	1568	1547	2245
569	206	793	581	152	1568	1547	2251
570	206	793	581	152	1568	1547	2258
571	206	794	581	152	1568	1547	2265
572	206	794	581	152	1568	1547	2272
573	206	795	581	152	1567	1546	2280
574	206	795	581	152	1567	1546	2286
575	206	795	581	152	1567	1546	2290
576	206	794	581	152	1567	1546	2291
577	206	795	581	152	1568	1547	2290
578	206	795	581	152	1568	1547	2287
579	206	795	581	152	1568	1547	2284
580	206	796	581	152	1567	1547	2282
581	206	796	581	152	1567	1547	2283
582	206	796	581	152	1567	1547	2287
583	206	797	581	153	1567	1547	2295
584	206	797	581	153	1567	1546	2307
585	206	798	581	153	1567	1546	2324
586	206	798	581	153	1567	1546	2343
587	206	798	581	153	1567	1546	2365
588	206	798	581	153	1567	1546	2389
589	206	798	581	153	1567	1545	2413
590	206	798	581	153	1567	1545	2435
591	205	799	581	153	1567	1546	2456
592	205	799	581	153	1567	1546	2473
593	205	800	581	153	1567	1546	2488
594	205	800	581	153	1567	1545	2499
595	207	800	581	153	1567	1545	2507
596	206	800	581	153	1567	1546	2514
597	205	801	581	153	1567	1546	2520
598	205	801	581	153	1566	1546	2525
599	205	801	581	153	1567	1546	2532
600	206	801	581	153	1567	1546	2541
601	210	800	581	153	1567	1545	2553
602	211	800	581	153	1567	1545	2567
603	212	800	581	153	1567	1546	2585
604	212	800	581	153	1568	1546	2605
605	213	800	581	153	1568	1546	2627
606	214	800	581	153	1567	1546	2650
607	214	800	581	153	1567	1546	2674
608	215	799	581	153	1567	1546	2699
609	215	799	581	153	1568	1547	2724
610	216	799	581	153	1567	1546	2749
611	216	799	581	153	1567	1546	2775
612	216	798	581	153	1567	1547	2801
613	216	798	581	153	1568	1547	2827
614	217	798	581	153	1568	1547	2853
615	217	798	581	153	1567	1547	2881
616	218	797	581	153	1568	1547	2910
617	218	797	581	153	1567	1547	2942
618	218	797	581	152	1568	1547	2975
619	218	796	581	152	1568	1547	3009
620	218	796	581	153	1567	1547	3043
621	218	796	581	153	1567	1547	3076
622	219	796	581	153	1567	1547	3107
623	219	795	581	153	1567	1547	3136
624	219	795	581	153	1567	1547	3164
625	219	795	581	153	1568	1547	3189
626	220	794	581	153	1568	1547	3214
627	220	794	581	153	1567	1547	3236
628	220	793	581	153	1567	1547	3260
629	220	793	581	153	1567	1547	3283
630	220	793	581	153	1567	1547	3307
631	220	793	581	153	1567	1547	3331
632	220	793	581	153	1567	1547	3354
633	220	793	581	153	1567	1546	3379
634	220	793	581	153	1567	1546	3406
635	220	793	581	153	1567	1546	3429
636	220	793	581	153	1567	1546	3452
637	220	794	581	153	1567	1546	3474
638	220	794	581	153	1567	1546	3493
639	220	794	581	153	1567	1546	3508
640	220	794	581	153	1567	1546	3520
641	220	794	581	153	1567	1546	3527
642	220	794	581	153	1567	1546	3529
643	220	794	581	153	1567	1546	3528
644	220	794	581	153	1567	1546	3522
645	220	795	581	153	1567	1546	3515
646	220	795	581	153	1567	1546	3510
647	220	795	581	153	1567	1546	3507
648	219	796	581	153	1567	1547	3511
649	219	796	581	153	1567	1547	3526
650	219	796	581	153	1567	1546	3554
651	216	797	581	153	1566	1546	3597
652	216	797	581	153	1567	1546	3657
653	218	797	581	153	1567	1546	3729
654	220	797	581	153	1567	1546	3814
655	221	797	581	153	1567	1546	3904
656	222	798	581	153	1568	1546	3996
657	223	798	581	153	1567	1546	4083
658	223	798	581	153	1567	1546	4158
659	224	799	581	153	1567	1546	4220
660	224	799	581	153	1567	1546	4266
661	225	800	581	153	1567	1546	4296
662	225	800	581	153	1567	1546	4312
663	225	800	581	153	1567	1546	4318
664	225	800	581	153	1567	1546	4319
665	226	800	581	153	1567	1546	4321
666	226	800	581	153	1567	1546	4327
667	227	800	581	153	1566	1545	4338
668	227	800	581	153	1567	1546	4356
669	227	800	581	153	1567	1546	4379
670	227	801	581	153	1567	1546	4405
671	227	801	581	153	1567	1545	4433
672	227	800	581	153	1567	1545	4460
673	227	800	581	153	1567	1546	4489
674	227	800	581	153	1567	1546	4518
675	227	800	581	153	1567	1546	4550
676	227	800	581	153	1567	1546	4587
677	227	800	581	153	1567	1546	4630
678	227	800	581	153	1567	1546	4681
679	227	799	581	153	1567	1546	4740
680	227	799	581	153	1567	1546	4808
681	227	799	581	153	1567	1546	4882
682	227	798	581	153	1568	1546	4961
683	227	798	581	153	1567	1546	5041
684	231	798	581	153	1567	1546	5122
685	227	798	581	153	1567	1546	5197
686	230	797	581	153	1567	1546	5265
687	229	798	581	153	1567	1546	5325
688	228	798	581	153	1567	1546	5375
689	228	798	581	153	1567	1546	5415
690	230	797	581	153	1567	1546	5445
691	233	796	581	153	1567	1546	5466
692	235	796	581	153	1567	1546	5478
693	235	795	581	153	1567	1546	5480
694	236	796	580	153	1568	1546	5473
695	237	795	580	153	1567	1546	5458
696	238	795	580	153	1568	1547	5434
697	238	794	580	153	1567	1547	5405
698	238	794	580	152	1568	1547	5373
699	239	794	580	152	1567	1547	5345
700	239	794	580	152	1567	1547	5325
701	240	794	580	152	1567	1547	5321
702	240	793	581	152	1567	1547	5338
703	241	793	581	152	1568	1547	5380
704	241	793	581	152	1568	1547	5449
705	242	793	581	152	1568	1547	5541
706	242	793	581	153	1567	1547	5653
707	242	793	581	153	1567	1546	5777
708	243	793	581	153	1567	1547	5904
709	243	794	581	153	1567	1547	6028
710	243	794	581	153	1567	1546	6141
711	243	794	581	153	1567	1546	6239
712	243	795	581	153	1567	1546	6316
713	243	795	581	153	1566	1546	6373
714	243	795	581	153	1567	1546	6409
715	243	795	581	153	1567	1545	6428
716	243	795	581	153	1567	1545	6434
717	243	795	581	153	1567	1545	6437
718	243	795	581	153	1567	1545	6441
719	244	796	581	153	1567	1545	6453
720	244	796	581	153	1567	1546	6478
721	244	796	581	153	1567	1546	6516
722	244	796	581	153	1567	1546	6563
723	244	797	581	153	1567	1546	6618
724	244	798	581	153	1567	1546	6673
725	244	798	581	153	1566	1546	6727
726	244	798	581	153	1566	1546	6773
