#  Sample no 7 : Stan5
#  Number of scans: 2989
#  B=	150 - -1	274 - -1	1356 - -1
#  P=	163 - 269	320 - 1336	1845 - 2956
# 
#t [s]	Oxid.tube C	Postcomb.tube C	Flow N<sub>2</sub> ml/min	Flow lance ml/min	Input mbar	Output mbar	IR detect. unit
421	176	797	581	151	1556	1535	1734
422	177	797	581	151	1557	1535	1730
423	177	796	581	151	1557	1535	1730
424	177	796	581	151	1557	1535	1734
425	177	796	581	151	1556	1535	1739
426	178	795	581	150	1557	1536	1739
427	179	795	581	151	1557	1536	1748
428	179	795	581	151	1557	1536	1752
429	180	795	581	151	1556	1536	1755
430	180	795	581	151	1557	1536	1755
431	181	794	581	151	1557	1536	1753
432	181	794	581	151	1557	1536	1753
433	182	794	581	151	1556	1536	1746
434	182	794	581	151	1557	1535	1739
435	182	794	581	151	1557	1536	1730
436	182	793	581	151	1557	1536	1725
437	183	793	581	151	1557	1536	1719
438	183	793	581	151	1557	1536	1714
439	183	793	581	151	1557	1536	1711
440	183	793	581	151	1557	1536	1709
441	183	793	581	151	1557	1536	1710
442	183	793	581	151	1557	1536	1712
443	183	793	581	151	1557	1535	1714
444	183	794	581	151	1557	1535	1714
445	184	794	581	151	1557	1535	1719
446	184	794	581	151	1557	1535	1721
447	184	794	581	151	1557	1535	1722
448	184	795	581	151	1557	1535	1722
449	184	795	581	151	1557	1535	1720
450	184	795	581	151	1555	1535	1720
451	184	795	581	151	1556	1535	1714
452	184	796	581	151	1556	1535	1710
453	184	796	581	151	1557	1535	1707
454	184	796	581	151	1556	1535	1704
455	184	797	581	151	1556	1535	1701
456	184	797	581	151	1556	1536	1698
457	184	797	581	151	1556	1535	1697
458	184	798	581	151	1556	1535	1696
459	184	798	581	151	1556	1535	1695
460	184	798	580	151	1556	1535	1693
461	184	799	580	151	1555	1535	1691
462	184	799	580	151	1555	1535	1689
463	184	799	580	151	1556	1535	1688
464	184	799	580	151	1557	1535	1687
465	184	799	580	151	1557	1536	1688
466	184	800	580	151	1557	1536	1689
467	184	800	580	151	1556	1536	1692
468	184	800	581	151	1555	1535	1698
469	184	800	581	151	1555	1536	1704
470	184	800	581	151	1557	1536	1712
471	184	800	581	152	1556	1535	1720
472	184	800	581	152	1555	1535	1730
473	184	800	581	152	1555	1534	1739
474	183	800	581	152	1555	1534	1746
475	183	799	581	152	1555	1534	1752
476	183	799	581	152	1555	1534	1755
477	183	799	581	152	1555	1534	1759
478	183	798	581	152	1555	1534	1761
479	183	799	581	152	1555	1534	1762
