"temp","CO2_av","CO2_med","Moving","Modelled","CO2_scaled"
507,21011,21011,21543.0464087302,22297.8687518388,21543.0464087302
508,20685.9694143573,20513.7492809632,21540.3737365913,21900.8911541623,21540.3737365913
509,21164.0169957008,20962.2915501165,21503.5300972216,21496.0613442107,21503.5300972216
510,21573,21573,21297.4564087302,21102.7911880107,21297.4564087302
511,21390,21668,20870.1064087302,20740.4925515894,20870.1064087302
512,20958,20933.5,20442.5389087302,20422.2310497852,20442.5389087302
513,19916.4285714286,19686,20052.6389087302,20135.6872926835,20052.6389087302
514,19903.25,19634,19615.3139087302,19862.1956391811,19615.3139087302
515,18939,18939,19219.2111309524,19583.0904481749,19219.2111309524
516,19795.2857142857,19839,18886.3361309524,19279.7060785619,18886.3361309524
517,18713,18713,18569.4327976191,18938.9391155514,18569.4327976191
518,17808.7509583056,17573.7657630327,18324.7761252443,18569.9350496016,18324.7761252443
519,17523.3333333333,17119,18173.426547619,18187.4015974835,18173.426547619
520,17409.2857256793,17163.4096995741,18085.8233412553,17806.0464759677,18085.8233412553
521,17573.5,17573.5,17900.3098809524,17440.577401825,17900.3098809524
522,17904,17975,17556.4598809524,17105.7020918262,17556.4598809524
523,17390.4598685892,17464.1351548783,17376.950741145,16816.128262742,17376.950741145
524,16791,16825,17203.0598809524,16586.5636313431,17203.0598809524
525,16636.4,16610,16853.5473809524,16424.4967095585,16853.5473809524
526,15598,15598,16550.1426190476,16308.5391899499,16550.1426190476
527,15576,15576,16232.9729761905,16210.0835602371,16232.9729761905
528,16210.5,16210.5,15967.0951984127,16100.5223081399,15967.0951984127
529,15735.5,15745,15685.3809126984,15951.2479213781,15685.3809126984
530,16244.3333333333,16306,15425.6809126984,15741.7881222464,15425.6809126984
531,15477,15555,15250.0975793651,15484.211571339,15250.0975793651
532,15548.6666666667,15665,15074.2059126984,15198.7221638247,15074.2059126984
533,15250.5907757308,15336.8705777139,14935.0859525537,14905.5237948724,14935.0859525537
534,14696,14696,14835.8559126984,14624.8203596513,14835.8559126984
535,14482.1016904431,14409.0191199454,14749.2480940804,14376.8157533301,14749.2480940804
536,14322,14322,14608.6559126984,14181.7138710779,14608.6559126984
537,13967.75,14132.5,14389.2859126984,14053.0887738123,14389.2859126984
538,13848.3333333333,13769,14223.6359126984,13977.9951854465,14223.6359126984
539,13559.8571428571,13365,14083.9525793651,13936.8579956423,14083.9525793651
540,13621.4444444444,13461,13902.9150793651,13910.1020940615,13902.9150793651
541,14111.1835048225,14043.1811091303,13800.2996653164,13878.1523703661,13800.2996653164
542,14161,14161,13675.1650793651,13821.4337142179,13675.1650793651
543,13519,13519,13442.0150793651,13724.1469036117,13442.0150793651
544,14011.6666666667,14047,13265.6222222222,13585.5962698748,13265.6222222222
545,14055.6666666667,14137,13068.7722222222,13408.8620326671,13068.7722222222
546,13137,13137,12921.1722222222,13197.024411649,12921.1722222222
547,12247,12247,12801.1722222222,12953.1636264805,12801.1722222222
548,12249,12249,12697.5722222222,12683.8968919518,12697.5722222222
549,12285,12285,12586.1638888889,12409.9894033736,12586.1638888889
550,12782.3333333333,12458,12490.196031746,12155.7433511863,12490.196031746
551,12589.75,12729.5,12370.3071428571,11945.4609258306,12370.3071428571
552,11180.5,11180.5,12209.0071428571,11803.4443177472,12209.0071428571
553,11581.3333333333,11380,12099.9571428571,11744.8082759812,12099.9571428571
554,11949.1428571429,12002,11963.0880952381,11747.9177839959,11963.0880952381
555,11611.6666666667,11810,11737.0297619048,11781.9503838593,11737.0297619048
556,11744,11744,11573.9172619048,11816.0836176393,11573.9172619048
557,11922,11922,11495.431547619,11819.4950274038,11495.431547619
558,11895.75,11965,11321.506547619,11768.5790898396,11321.506547619
559,11620.1666666667,11653.5,11152.656547619,11668.598020109,11152.656547619
560,11640.5,11640.5,10950.6098809524,11532.0309679933,10950.6098809524
561,11223.6666666667,11063,10741.414047619,11371.3570832738,10741.414047619
562,10935,10935,10571.689047619,11199.0555157318,10571.689047619
563,11338,11338,10347.6057142857,11023.5880453796,10347.6057142857
564,11274.2857142857,11313,10117.0135714286,10837.3469731544,10117.0135714286
565,10362.8158595515,10359.1720044601,10013.0954370756,10628.7072302242,10013.0954370756
566,9534.5,9534.5,9910.28023809524,10386.0437477574,9910.28023809524
567,9874.75,9997,9683.75523809524,10097.7314569221,9683.75523809524
568,10677.2857142857,10705,9448.20523809524,9752.14528888654,9448.20523809524
569,8770.5,8770.5,9208.86773809524,9345.769109854,9208.86773809524
570,8908,8872,8993.2594047619,8907.52252616804,8993.2594047619
571,8741.4,8788,8779.4844047619,8474.43407920742,8779.4844047619
572,8405.83333333333,8424,8576.34392857143,8083.53231035073,8576.34392857143
573,7786,7786,8368.49392857143,7771.84576097674,8368.49392857143
574,7261.77766148892,7215.61313829719,8274.14584676557,7565.87867275045,8274.14584676557
575,7099.66666666667,7075,8125.82892857143,7450.03808848243,8125.82892857143
576,7337.3,7434.5,7808.16464285714,7398.20675126963,7808.16464285714
577,7477,7519,7598.38964285714,7384.26740420897,7598.38964285714
578,7213.5,7213.5,7341.50214285714,7382.10279039741,7341.50214285714
579,7211,7211,7056.80452380952,7365.59565293186,7056.80452380952
580,7109,7109,6865.42952380952,7313.23633352898,6865.42952380952
581,7158.60100319318,7159.9271813876,6773.66402165038,7221.94556838416,6773.66402165038
582,7308,7323,6669.82952380953,7093.25169231254,6669.82952380953
583,7365,7475,6474.34702380953,6928.68304012924,6474.34702380953
584,7160.85714285714,7452,6286.67202380952,6729.76794664933,6286.67202380952
585,6778,6778,6119.24202380953,6498.03474668798,6119.24202380953
586,6484.7,6556.5,5992.77535714286,6237.05500487751,5992.77535714286
587,4921,4914,5813.26035714286,5958.57320511929,5813.26035714286
588,5339,5368,5622.61035714286,5676.37706113185,5622.61035714286
589,5246.96520449689,5280.09622785427,5508.71814746832,5404.25428663381,5508.71814746832
590,4737,4737,5445.28535714286,5155.99259534374,5445.28535714286
591,4771.16925672872,4766.29566052218,5378.52941266304,4945.37970098019,5378.52941266304
592,4983.33333333333,4985,5267.26035714286,4786.20331726175,5267.26035714286
593,4943,4943,5094.63535714286,4686.2965886789,5094.63535714286
594,4996,5000,4908.83535714286,4629.67438280972,4908.83535714286
595,4831.75,4823.5,4709.00535714286,4594.39699800418,4709.00535714286
596,4652.33333333333,4768,4515.4,4558.52473261225,4515.4
597,4437.4,4562,4348.25,4500.11788498391,4348.25
598,4570.33333333333,4754.5,4170.665,4397.23675346914,4170.665
599,3747,3747,4075.60666666667,4236.00569735568,4075.60666666667
600,3664,3664,3962.42095238095,4034.80531968224,3962.42095238095
601,3667,3667,3874.77095238095,3820.08028442539,3874.77095238095
602,3650.5,3650.5,3751.72928571429,3618.27525556159,3751.72928571429
603,3656.5,3656.5,3633.14595238095,3455.83489706738,3633.14595238095
604,3592,3595,3516.31023809524,3351.55616564372,3516.31023809524
605,3368.4,3548,3405.45607142857,3293.64518888952,3405.45607142857
606,3288.75,3252,3288.7294047619,3262.66038712816,3288.7294047619
607,3435,3435,3185.59273809524,3239.16018068298,3185.59273809524
608,2933,2933,3072.21607142857,3203.70298987738,3072.21607142857
609,3019.83333333333,3028,2993.78273809524,3141.45322154483,2993.78273809524
610,3075.28571428571,3125,2924.36607142857,3055.99922855922,2924.36607142857
611,2984,2984,2844.36607142857,2955.53535030458,2844.36607142857
612,2804.68705069259,2778.48973635572,2808.02790890027,2848.25592616491,2808.02790890027
613,2618.46908427779,2603.13828204431,2793.10141733129,2742.35529552423,2793.10141733129
614,2522.5,2522.5,2752.14107142857,2646.02779776656,2752.14107142857
615,2571.33333333333,2571,2659.64107142857,2567.46777227589,2659.64107142857
616,2659.28571428571,2699,2566.79107142857,2511.69423375599,2566.79107142857
617,2614.66666666667,2758,2495.58773809524,2471.02489818962,2495.58773809524
618,2317.8,2319,2425.37523809524,2434.60215687928,2425.37523809524
619,2374.66666666667,2359,2337.15023809524,2391.56840112748,2337.15023809524
620,2302.8,2376,2275.00023809524,2331.06602223671,2275.00023809524
621,2178.33333333333,2184.5,2200.99190476191,2246.00747279883,2200.99190476191
622,2275.66666666667,2277,2125.97761904762,2144.38545056299,2125.97761904762
623,2067,2067,2059.20886904762,2037.96271456769,2059.20886904762
624,1806,1806,2002.58386904762,1938.50202385144,2002.58386904762
625,1806.5,1806.5,1947.70053571429,1857.76613745271,1947.70053571429
626,1735,1735,1881.79875,1804.10351137226,1881.79875
627,1944.33333333333,1909,1815.27255952381,1772.20538945972,1815.27255952381
628,1884.5,1950,1761.21589285714,1753.34871252699,1761.21589285714
629,1670.5,1670.5,1701.38255952381,1738.81042138593,1701.38255952381
630,1690,1686.5,1644.45922619048,1719.86745684845,1644.45922619048
631,1629.57661819509,1623.95032261894,1618.85504514081,1689.70936477141,1618.85504514081
632,1539.66666666667,1525,1593.26755952381,1649.17611119165,1593.26755952381
633,1575,1575,1537.06994047619,1601.02026719103,1537.06994047619
634,1648.625,1671.5,1485.46994047619,1547.99440385138,1485.46994047619
635,1505.39742127894,1513.94497640542,1464.18441640358,1492.85109225454,1464.18441640358
636,1390,1380,1448.77994047619,1438.34290348236,1448.77994047619
637,1473.66666666667,1473,1414.54244047619,1387.22240861667,1414.54244047619
638,1341.25,1338,1373.44244047619,1341.66440596434,1373.44244047619
639,1284.14285714286,1280,1321.37577380952,1301.5326027324,1321.37577380952
640,1236.66666666667,1237.5,1273.53077380952,1266.11293335287,1273.53077380952
641,1197.73506482379,1199.36135482894,1248.63114120548,1234.69133225781,1248.63114120548
642,1178,1178,1236.05577380952,1206.55373387924,1236.05577380952
643,1172.44720974513,1172.50103481753,1219.93323886944,1180.98607264922,1219.93323886944
644,1164.33333333333,1165,1193.85577380952,1157.27428299979,1193.85577380952
645,1154.5,1154.5,1157.44744047619,1134.6044655662,1157.44744047619
646,1151.71428571429,1149,1119.22244047619,1111.76338579663,1119.22244047619
647,1035,1034,1077.79119047619,1087.43797534247,1077.79119047619
648,1072.2,1098,1049.14119047619,1060.3151658551,1049.14119047619
649,1121.75,1138.5,1013.89785714286,1029.08188898591,1013.89785714286
650,913,913,986.393690476191,993.126595474691,986.393690476191
651,903,898,958.136547619048,954.643812414785,958.136547619048
652,927.6,939,933.121964285714,916.52958598793,933.121964285714
653,921,921,913.796964285714,881.679962375875,913.796964285714
654,846,846,892.255297619048,852.990987760353,892.255297619048
655,811.587228623763,812.605532530953,881.095885457246,832.517316398836,881.095885457246
656,811.5,811.5,868.280297619048,818.948034851686,868.280297619048
657,810.5,810.5,843.232083333333,810.130837754994,843.232083333333
658,820,817,824.265416666667,803.913419744846,824.265416666667
659,817,818,802.805416666667,798.143475457333,802.805416666667
660,768.8,814,777.567916666667,790.668699528544,777.567916666667
661,791.166666666667,809.5,762.817916666667,779.843803841389,762.817916666667
662,719,719,748.759583333333,766.051569266064,748.759583333333
663,736.375,729.5,732.104583333333,750.181793919583,732.104583333333
664,791.5,791.5,716.129583333333,733.124275918966,716.129583333333
665,733.5,733.5,704.154583333333,715.768813381226,704.154583333333
666,675,675,692.554583333333,698.881603810144,692.554583333333
667,651.500979010844,648.790303984666,685.574044768025,682.734442256544,685.574044768025
668,650.75,647.5,677.112916666667,667.475523158016,677.112916666667
669,655.666666666667,657,661.287916666667,653.253040952151,661.287916666667
670,643,643,645.737916666667,640.215190076535,645.737916666667
671,617,616.5,633.722916666667,628.51016496876,633.722916666667
672,618,616,619.089583333333,618.14371318812,619.089583333333
673,621.833333333333,630,607.727083333333,608.55179478074,607.727083333333
674,594.5,597,595.80119047619,599.027922914453,595.80119047619
675,601.5,612.5,577.67619047619,588.865610757091,577.67619047619
676,606.5,606.5,562.83119047619,577.358371476486,562.83119047619
677,579.5,579.5,551.349940476191,564.051142238564,551.349940476191
678,501.666666666667,501,539.76244047619,549.494556201638,539.76244047619
679,503.5,503.5,526.745773809524,534.49067052211,526.745773809524
680,506,506,514.429107142857,519.841542356388,514.429107142857
681,528.5,528,503.745773809524,506.349228860876,503.745773809524
682,522.538433597796,521.618226819669,498.798185160989,494.608074141926,498.798185160989
683,498.5,498.5,493.012440476191,484.381570105667,493.012440476191
684,491.75,493.5,480.895773809524,475.225495608174,480.895773809524
685,497.857142857143,498,470.230773809524,466.695629505525,470.230773809524
686,429,429,459.480773809524,458.347750653792,459.480773809524
687,436.6,429,447.043273809524,449.737637909053,447.043273809524
688,445.375,436.5,435.980773809524,440.549166311623,435.980773809524
689,438.419835473852,434.669393820139,431.40499145767,430.978595638787,431.40499145767
690,419,419,428.266190476191,421.350281852067,428.266190476191
691,395.333333333333,394,420.74119047619,411.988580912989,420.74119047619
692,396.666666666667,397,410.757857142857,403.217848783075,410.757857142857
693,403.333333333333,401,400.795357142857,395.36244142385,400.795357142857
694,403.333333333333,403,391.934642857143,388.633383522887,391.934642857143
695,379.5,378.5,382.797142857143,382.788374671951,382.797142857143
696,381.2,378,373.670952380952,377.471783188856,373.670952380952
697,386.5,396.5,367.470952380952,372.327977391415,367.470952380952
698,357.75,351.5,360.490952380952,367.001325597443,360.490952380952
699,358.25,361.5,352.432202380952,361.136196124753,352.432202380952
700,347.375,344,347.357202380952,354.49243956979,347.357202380952
701,353,353,340.790535714286,347.291835643516,340.790535714286
702,337.332076036669,337.894746325978,337.733153364933,339.871646335524,337.733153364933
703,311.473682283449,308.665826744018,336.570863051996,332.569133635406,336.570863051996
704,306.333333333333,303,333.057202380952,325.721559532758,333.057202380952
705,329.25,330.5,324.965535714286,319.66618601717,324.965535714286
706,321.285714285714,322,316.978869047619,314.740275078237,316.978869047619
707,309,308,310.416369047619,311.09183078455,310.416369047619
708,315.333333333333,311,303.273035714286,308.111825520699,303.273035714286
709,305,305,295.848035714286,305.001973750273,295.848035714286
710,297,301,289.510535714286,300.963989936861,289.510535714286
711,284.2,280,283.073035714286,295.199588544051,283.073035714286
712,317.5,325,277.154285714286,287.19466327025,277.154285714286
713,264,264,270.587619047619,277.571824753123,270.587619047619
714,237.573422606429,234.94314441748,268.240840345855,267.237862865154,268.240840345855
715,242,242,266.470952380952,257.099567478827,266.470952380952
716,241.5,241,261.208452380952,248.063728466625,261.208452380952
717,243.6,243,256.281666666667,241.037135701031,256.281666666667
718,248.25,246.5,251.831666666667,236.65182152349,251.831666666667
719,238.333333333333,238,246.615,234.440788151294,246.615
720,238,238,242.815,233.662280270696,242.815
721,235.616831309996,235.487781621847,240.669920951226,233.574542567949,240.669920951226
722,231,231,238.865,233.435819729307,238.865
723,229.5,230,235.5925,232.504356441024,235.5925
724,229,229,229.9775,230.271493135543,229.9775
725,221.666666666667,219,226.9775,227.160953230067,226.9775
726,224,224,225.0275,223.82955588799,225.0275
727,224,224,221.4525,220.934120272707,221.4525
728,222.75,222.5,217.9225,219.131465547609,217.9225
729,220,220,214.3725,218.832354670518,214.3725
730,211,211,211.625833333333,219.463325776951,211.625833333333
731,229,229,208.685833333333,220.204860796854,208.685833333333
732,218,218,205.685833333333,220.237441660172,205.685833333333
733,218.75,225.5,203.210833333333,218.74155029685,203.210833333333
734,213.60128417377,217.619798270068,201.759180202783,215.136212222573,201.759180202783
735,205.2,205,200.423333333333,209.794627295988,200.423333333333
736,204,207,197.9275,203.328538961485,197.9275
737,203,204,194.19,196.349690663452,194.19
738,192.420067936321,193.769769933701,192.52432216426,189.469825846277,192.52432216426
739,178.111662962002,180.930403178414,192.05246083958,183.30068795435,192.05246083958
740,170,170,190.5525,178.454020432058,190.5525
741,173,167,186.865,175.541566723791,186.865
742,177.25,177.5,183.415,174.892720051009,183.415
743,183.4,185,180.515,175.707472743457,180.515
744,179.2,179,176.848333333333,176.903466907953,176.848333333333
745,171,171,173.754583333333,177.398344651316,173.754583333333
746,180,180,170.129583333333,176.109748080363,170.129583333333
747,173.25,172,167.469583333333,172.318877385213,167.469583333333
748,171.75,171.5,164.53625,166.761165089198,164.53625
749,149.25,149.5,161.277916666667,160.53560179895,161.277916666667
750,151.25,150,159.427916666667,154.741178121101,159.427916666667
751,149,149,157.552916666667,150.476884662285,157.552916666667
752,151,151,155.230416666667,148.542073144486,155.230416666667
753,153,153,152.660416666667,148.537539751094,152.660416666667
754,154.154227644012,154.348662480175,151.448551469803,149.764441780853,151.448551469803
755,155.666666666667,156,150.525416666667,151.523936532504,150.525416666667
756,156.125,156,148.762916666667,153.11718130479,148.762916666667
757,149.466545726794,147.521831612923,147.434374335377,153.845333396454,147.434374335377
758,146.25,145.5,146.062916666667,153.009550106239,146.062916666667
759,152,155,143.875416666667,150.167081319109,143.875416666667
760,145.333333333333,141.5,141.704583333333,145.899547264917,141.704583333333
761,137.833333333333,135.5,140.867083333333,141.044660759738,140.867083333333
762,133,133,139.911726190476,136.440134619649,139.911726190476
763,135.5,135.5,139.161726190476,132.923681660724,139.161726190476
764,130.8,131,137.528392857143,131.109705529093,137.528392857143
765,132,132,135.608392857143,130.719373191096,135.608392857143
766,136.5,136.5,133.758392857143,131.25054244313,133.758392857143
767,135.75,138.5,132.052142857143,132.201071081589,132.052142857143
768,129.421318409894,131.445105640656,131.299466751458,133.068816902871,131.299466751458
769,126,126,130.639642857143,133.351637703366,130.639642857143
770,129.5,129.5,129.139642857143,132.681130580387,129.139642857143
771,128.333333333333,128,127.547976190476,131.223849834899,127.547976190476
772,132.5,132.5,126.539642857143,129.280089068781,126.539642857143
773,132.142857142857,133,125.489642857143,127.150141883911,125.489642857143
774,134,134,124.264642857143,125.134301882168,124.264642857143
775,118.333333333333,118,123.224642857143,123.464871031478,123.224642857143
776,114.6,113,121.974642857143,122.102184763943,121.974642857143
777,118.666666666667,117.5,120.349642857143,120.938586877712,120.349642857143
778,122,122,118.899642857143,119.866421170936,118.899642857143
779,118,118,118.059642857143,118.778031441762,118.059642857143
780,122,122,117.009642857143,117.591163717456,117.009642857143
781,113.5,112.5,115.87630952381,116.325172941748,115.87630952381
782,117.666666666667,123,114.40130952381,115.024816287485,114.40130952381
783,119.303535414945,125.983628697797,113.870231566938,113.735075716503,113.870231566938
784,115.821214291578,119.120953608369,113.805929480419,112.500410281231,113.805929480419
785,112,112.5,113.134166666667,111.365122781822,113.134166666667
786,111,112,111.450833333333,110.374874341798,111.450833333333
787,110,110,110.384166666667,109.555608514063,110.384166666667
788,107,107,109.720833333333,108.859895604527,109.720833333333
789,104,104,108.8375,108.221868545715,108.8375
790,106.75,105.5,107.7875,107.57566027015,107.7875
791,109.2,111,106.820833333333,106.855403710358,106.820833333333
792,108.5,108.5,105.670833333333,106.013909357059,105.670833333333
793,113.218699860332,110.791761465769,138.207542779029,118.884242616939,138.207542779029
794,123.988173076402,120.238206110323,202.325881791495,144.463787655527,202.325881791495
795,138.620370367858,134.438209557138,283.820261122424,176.778521762446,283.820261122424
796,154.927242454348,150.990647429686,368.485091523511,209.854422227317,368.485091523511
797,170.72074005552,167.494395351441,442.114783746449,237.717466339762,442.114783746449
798,183.812813891024,181.548328945877,490.503748542931,254.393631389402,490.503748542931
799,192.015414680506,190.751323836466,499.446396664653,253.90889466586,499.446396664653
800,193.140493143615,192.702255646682,454.737138863307,230.289233458757,454.737138863307
53,185,185,342.170385890588,177.560625057714,342.170385890588
55,167,167,187.170385890588,107.180071689368,187.170385890588
57,144,144,123.376123595506,77.1386137596793,123.376123595506
58,118,118,118.175,74.2882945377766,118.175
60,89,89,98.225,80.4765262473112,98.225
62,63,63,85.325,85.9139857179079,85.325
63,43,43,79.1,82.1252011973328,79.1
64,29,29,73.75,71.5421616768676,73.75
66,21,21,65.85,38.188519017012,65.85
67,18,18,58.075,20.8124280570497,58.075
68,17,17,50.775,6.5664987966832,50.775
69,19,19,44.425,-1.85201267437349,44.425
71,22,22,39.225,2.98746147107775,39.225
72,25,25,35.325,12.5721358880846,35.325
73,28,28,32.8416666666667,23.9349960150099,32.8416666666667
74,31,31,31.6916666666667,34.8272124621518,31.6916666666667
75,33,33,31.5416666666667,42.9999558398084,31.5416666666667
76,35,35,32.0916666666667,46.7859610823221,32.0916666666667
78,36,36,33.0166666666667,44.4152904080444,33.0166666666667
79,38.5,38.5,34.0666666666667,40.739727600381,34.0666666666667
80,39,39,35.1333333333333,37.0580885517865,35.1333333333333
81,40,40,36.1333333333333,34.6109298168252,36.1333333333333
82,40,40,37.1,34.3006232372481,37.1
83,40,40,37.95,35.6768018035553,37.95
84,39.3333333333333,39,38.75,37.9509137934338,38.75
85,40,40,39.55,40.3344074845711,39.55
86,40,40,40.2,42.0387311546541,40.2
87,40,40,40.95,42.4853960678334,40.95
88,39.5,39.5,41.7,41.9361654341123,41.7
89,39,39,42.3625,40.8628654499575,42.3625
90,38.3333333333333,38,43.0875,39.7373223118357,43.0875
91,39,39,43.8375,39.0313622162135,43.8375
92,41.3333333333333,41,44.6375,39.109452729996,44.6375
93,42,42,45.4875,39.9066269018415,45.4875
95,44,44,46.4958333333333,42.9689238961084,46.4958333333333
96,47,47,47.5958333333333,44.8893955567233,47.5958333333333
97,46,46,48.8458333333334,46.839648551788,48.8458333333334
99,50,50,50.2458333333334,50.3489847384175,50.2458333333334
